year,closed_date,city,state,zip_code,subdivision,property_type,year_built,bedrooms,baths_total,acres,sale_price,original_list_price,sale_to_list_pct,total_square_feet,price_per_sqft,days_on_market,tax_amount_annual,assessment_pending,specials_debt_balance,yearly_specials_installment,requires_shoreline_audit,seller_contribution,state_tax_strategy,grant_stack_eligible,equity_protection_score
2026,2026-02-13,West Fargo,ND,58078,Brooks Harbor 4th Add,Residential,2017,4,3.00,0.24,507500,519900,97.6,3138,161.73,28,8338.00,UNKNO,38785.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,2.4
2026,2026-03-20,West Fargo,ND,58078,Brooks Harbor 4th Add,Residential,2017,6,4.00,0.36,580000,580000,100.0,3800,152.63,27,12372.00,No,41670.0,4547.0,FALSE,4000,Low Income Tax / Higher Specials Risk,Above Threshold,2.8
2026,2026-03-13,Wahpeton,ND,58075,Judith Standy Tracts,Residential,2014,4,2.00,1.00,273000,269900,101.1,1792,152.34,25,2555.00,No,0.0,0.0,TRUE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-03-09,Fargo,ND,58103,Westfield 1st Add,Residential,1995,4,2.00,,292000,289000,101.0,1910,152.88,11,1937.00,No,2061.0,296.0,FALSE,3000,Low Income Tax / Higher Specials Risk,High Potential,9.3
2026,2026-03-13,Barnesville,MN,56514,Original Barnesville,Residential,2001,3,3.00,0.15,289900,289900,100.0,1764,164.34,21,3462.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-18,Fargo,ND,58104,Forest River 3rd,Residential,1993,4,2.00,0.87,450000,455000,98.9,2700,166.67,28,2702.00,No,0.0,0.0,FALSE,7500,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2026,2026-03-25,West Fargo,ND,58078,Charleswood 1st,Residential,1994,4,3.00,,421900,414900,101.7,2646,159.45,37,5069.00,No,4086.94,351.31,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.0
2026,2026-03-27,Kindred,ND,58051,Kindred,Residential,1900,3,2.00,,182500,184900,98.7,1152,158.42,28,1205.37,No,443.0,128.53,FALSE,5475,Low Income Tax / Higher Specials Risk,High Potential,9.8
2026,2026-03-16,Hawley,MN,56549,Original Townsite Hawley,Residential,1914,3,1.00,0.34,160000,229900,69.6,2294,69.75,41,2582.00,UNKNO,3684.0,443.0,FALSE,2500,Homestead Tax Shield Eligible / Lower Specials,High Potential,7.7
2026,2026-03-20,West Fargo,ND,58078,Wyums 3rd,Residential,1977,2,2.00,0.08,148000,160000,92.5,1536,96.35,48,1288.00,No,291.2,57.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.8
2026,2026-02-20,Fargo,ND,58103,Darlings 2nd,Residential,1927,2,1.00,0.18,220000,215000,102.3,816,269.61,12,1444.00,No,349.0,0.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.8
2026,2026-03-17,Fargo,ND,58104,Deer Creek Add,Residential,2020,4,3.00,,474900,474900,100.0,2638,180.02,12,4431.78,No,32325.01,3038.59,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,3.2
2026,2026-03-20,Moorhead,MN,56560,Johnson Farms 1st Add,Residential,2014,4,4.00,0.30,555000,575000,96.5,2944,188.52,47,2168.00,UNKNO,0.0,45.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
2026,2026-03-10,Prairie Rose,ND,58104,Lean Estates,Residential,1979,5,3.00,1.00,440000,475000,92.6,3157,139.37,27,4319.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2026,2026-03-27,Moorhead,MN,56560,Holes 2nd Add,Residential,1925,3,2.00,0.17,179900,179900,100.0,1632,110.23,56,1823.00,No,0.0,45.0,FALSE,5397,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-19,Fargo,ND,58104,Vincent Marie Add,Residential,1995,3,2.00,,250000,253900,98.5,1648,151.7,48,2862.87,No,1653.36,183.19,FALSE,6700,Low Income Tax / Higher Specials Risk,High Potential,9.3
2026,2026-02-27,West Fargo,ND,58078,Riverside,Residential,1968,3,2.00,,285000,280000,101.8,2464,115.67,13,164.00,No,3803.0,387.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.7
2026,2026-03-16,Fargo,ND,58102,Edgewood 2nd,Residential,1973,3,3.00,0.20,225000,275000,81.8,1980,113.64,33,3963.15,No,1550.86,289.15,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.3
2026,2026-03-17,West Fargo,ND,58078,Meadow Ridge 1st,Residential,1979,4,2.00,,265000,265000,100.0,1784,148.54,15,2770.00,No,2280.15,241.0,FALSE,7475,Low Income Tax / Higher Specials Risk,High Potential,9.1
2026,2026-03-06,Fargo,ND,58104,Maple Valley Add,Residential,2013,3,2.00,,304890,304890,100.0,1790,170.33,20,1159.04,No,24323.65,2557.73,FALSE,1000,Low Income Tax / Higher Specials Risk,High Potential,2.0
2026,2026-03-20,West Fargo,ND,58078,Maple Ridge At The Preserve 1st Add,Residential,2012,5,3.00,0.18,487500,487500,100.0,2946,165.48,22,4334.58,No,19823.49,2425.39,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,5.9
2026,2026-02-20,Fargo,ND,58104,Vista Village Second Add,Residential,2012,2,2.00,0.14,404530,409900,98.7,1490,271.5,36,4519.12,No,5183.87,982.19,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.7
2026,2026-03-06,Buffalo,ND,58011,North Of Track,Residential,1900,4,1.00,0.21,204500,199900,102.3,2316,88.3,15,1975.86,No,0.0,0.0,FALSE,6000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-03-20,West Fargo,ND,58078,Shadow Creek 5th Add,Residential,2016,5,4.00,0.24,775000,775000,100.0,3890,199.23,31,7763.00,No,28612.0,3408.0,FALSE,10000,Low Income Tax / Higher Specials Risk,Above Threshold,6.3
2026,2026-02-25,Fargo,ND,58103,Charles A Roberts,Residential,1972,2,2.00,0.84,119000,124975,95.2,953,124.87,40,1746.00,Yes,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-03-20,Fargo,ND,58103,Country Club Acres,Residential,1967,4,2.00,,425000,425000,100.0,2578,164.86,27,4202.00,Yes,5253.0,591.56,FALSE,7000,Low Income Tax / Higher Specials Risk,Above Threshold,8.8
2026,2026-02-27,Moorhead,MN,56560,Kenneys 1st Add,Residential,1955,4,2.00,,260000,265000,98.1,2184,119.05,21,2175.40,No,0.0,348.39,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-04,Fargo,ND,58103,Westfield 1st Add,Residential,1997,2,2.00,0.09,264000,264000,100.0,1148,229.97,6,235.00,No,1411.0,230.79,FALSE,6000,Low Income Tax / Higher Specials Risk,High Potential,9.5
2026,2026-03-17,Perley,MN,56574,,Residential,1960,1,1.00,0.22,20000,24500,,662,30.21,18,344.00,No,0.0,186.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-09,Moorhead,MN,56560,Prairie Sun Add,Residential,2007,3,2.00,,245000,245000,100.0,1672,146.53,21,2797.00,No,0.0,123.79,FALSE,6000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-02-27,Fargo,ND,58103,Lewis,Residential,1951,4,4.00,0.35,540000,574900,93.9,4826,111.89,43,5680.21,No,3654.7,677.68,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.3
2026,2026-03-20,West Fargo,ND,58078,Eaglewood 3rd Addition,Residential,2015,3,3.00,,353000,342900,102.9,2080,169.71,17,2846.48,No,20180.301,2170.48,FALSE,8000,Low Income Tax / Higher Specials Risk,High Potential,4.3
2026,2026-03-03,Fargo,ND,58104,Mehl Second Add,Residential,2005,2,2.00,3.08,277000,269900,102.6,1290,214.73,5,25.00,UNKNO,296.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.9
2026,2026-03-06,West Fargo,ND,58078,West Fargo Investment,Residential,1959,5,2.00,0.17,263000,259900,101.2,1900,138.42,12,1710.10,No,414.32,60.85,FALSE,500,Low Income Tax / Higher Specials Risk,High Potential,9.8
2026,2026-03-20,Fargo,ND,58103,Hans Halvorson,Residential,1983,4,2.00,0.21,310000,320000,96.9,1920,161.46,55,3962.00,No,0.0,0.0,FALSE,2300,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-01-20,Horace,ND,58047,Cub Creek II,Residential,2025,4,3.00,,430196,430196,100.0,1969,218.48,0,472.00,No,52175.0,4351.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,1
2026,2026-02-24,Fargo,ND,58103,Bluemont Lakes 7th,Residential,1986,3,2.00,0.08,267900,259900,103.1,1710,156.67,12,2927.00,No,1899.84,364.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.3
2026,2026-03-19,Oxbow,ND,58047,Oxbow 2nd Addition,Residential,2016,5,4.00,0.59,1290000,1290000,100.0,4726,272.96,20,11203.00,No,0.0,0.0,TRUE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2026,2026-03-05,Fargo,ND,58104,The Aspens First Add,Residential,2016,3,3.00,0.23,750000,750000,100.0,3311,226.52,3,8456.00,No,13305.0,1305.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.2
2026,2026-03-12,Dilworth,MN,56529,Original Dilworth,Residential,1938,3,2.00,0.25,244900,244900,100.0,2264,108.17,26,2365.00,No,2435.0,526.0,FALSE,4000,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.0
2026,2026-03-06,West Fargo,ND,58078,Westport Beach First Add,Residential,2010,4,3.00,0.23,364900,364900,100.0,2140,170.51,16,4531.91,No,5750.91,535.7,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.4
2026,2026-03-27,Moorhead,MN,56560,Pine View 1st Add Cic #128,Residential,2004,2,2.00,0.06,269950,279900,96.4,1630,165.61,61,2844.00,UNKNO,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-16,Fargo,ND,58104,Pointe West 2nd Add,Residential,2005,4,3.00,0.23,445000,449900,98.9,2628,169.33,14,5098.00,No,9459.0,1946.0,FALSE,5000,Low Income Tax / Higher Specials Risk,Above Threshold,7.9
2026,2026-02-27,Fargo,ND,58103,Morton & Dotys,Residential,1957,3,2.00,0.17,245500,250000,98.2,2639,93.03,13,3408.00,No,802.0,376.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.7
2026,2026-03-06,Fargo,ND,58104,Legacy I First Add,Residential,2002,3,2.00,0.08,240000,240000,100.0,1486,161.51,38,2400.00,Yes,140.88,32.75,FALSE,2000,Low Income Tax / Higher Specials Risk,High Potential,9.9
2026,2026-03-18,Fargo,ND,58104,Veterans Park 1st Add,Residential,2012,3,2.00,0.26,325000,315000,103.2,1790,181.56,9,2414.00,NO,1192.0,87.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.6
2026,2026-02-20,Moorhead,MN,56560,Riverview Estates 1st Add,Residential,1978,4,3.00,0.24,295000,295000,100.0,2800,105.36,14,3337.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-02-13,Fargo,ND,58104,Vista Village Second Add,Residential,2009,2,2.00,0.13,415000,435000,95.4,1542,269.13,16,1017.00,No,4900.0,905.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.8
2026,2026-02-20,Fargo,ND,58103,Original Townsite,Residential,1916,2,1.00,0.16,166000,170000,97.6,1265,131.23,8,2434.90,No,105.94,6.86,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.9
2026,2026-03-02,Fargo,ND,58104,Stonehurst Add,Residential,2003,3,3.00,0.60,370000,389999,94.9,3232,114.48,21,4870.00,No,125.67,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-03-06,Fargo,ND,58103,Case Peake & Halls,Residential,2025,3,2.00,0.16,260000,265000,98.1,1824,142.54,25,989.89,Yes,12233.94,874.08,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,5.3
2026,2026-03-20,Barnesville,MN,56514,Heartland,Residential,2008,4,2.00,0.25,315000,309000,101.9,2136,147.47,14,4043.00,No,0.0,0.0,FALSE,2000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-18,Dilworth,MN,56529,Lymans 3rd Add,Residential,1960,2,2.00,,230000,225000,102.2,1608,143.03,11,2598.64,No,0.0,0.0,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-20,Moorhead,MN,56560,Olde Trail Estates,Residential,1958,4,3.00,0.88,375000,505000,74.3,3972,94.41,32,5794.00,No,350.0,84.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.9
2026,2026-03-06,West Fargo,ND,58078,Eaglewood 5th Add,Residential,2017,3,2.00,0.11,290000,284000,102.1,2040,142.16,3,4122.53,UNKNO,17735.619,1846.04,FALSE,4000,Low Income Tax / Higher Specials Risk,High Potential,3.9
2026,2026-03-09,Fargo,ND,58104,Veterans Park 1st Add,Residential,2011,3,2.00,,295000,295000,100.0,1790,164.8,11,3601.55,No,11319.05,1290.02,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,6.2
2026,2026-03-23,Moorhead,MN,56560,Riverside Add,Residential,1947,2,2.00,,40000,74999,53.3,1624,24.63,45,1281.00,No,0.0,45.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-10,Fargo,ND,58104,Legacy I Third Add,Residential,2005,4,2.00,0.14,306000,299000,102.3,1958,156.28,15,2024.74,No,4823.2,1000.88,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.4
2026,2026-03-20,West Fargo,ND,58078,Eagle Run 9th Add,Residential,2004,4,2.00,0.18,355000,355000,100.0,2320,153.02,10,4766.00,No,5368.16,473.3,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.5
2026,2026-03-13,Abercrombie,ND,58001,,Residential,1983,3,2.00,0.43,265000,265000,100.0,2016,131.45,8,2492.59,No,0.0,0.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-03-09,Fargo,ND,58102,Lindsays,Residential,1966,2,1.00,0.26,91500,92500,98.9,768,119.14,7,1159.00,No,4151.0,448.0,FALSE,2500,Low Income Tax / Higher Specials Risk,High Potential,5.5
2026,2026-03-13,Fargo,ND,58104,Osgood Townsite Seventh Add,Residential,2007,3,2.00,,269000,260000,103.5,1672,160.89,11,2695.52,No,6013.98,972.55,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,7.8
2026,2026-03-13,West Fargo,ND,58078,Meadow Ridge 2nd,Residential,1980,2,1.00,0.06,189900,189900,100.0,1056,179.83,14,2174.85,UNKNO,1842.79,190.08,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.0
2026,2026-03-13,Moorhead,MN,56560,Hampton Southview Twnhm Add,Residential,2008,2,2.00,0.16,330000,330000,100.0,3020,109.27,17,3875.00,No,1106.36,335.22,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.7
2026,2026-03-27,Fargo,ND,58104,Valley View Estates 2nd Add,Residential,2022,3,3.00,0.09,349000,354000,98.6,1836,190.09,42,4550.37,Yes,26992.25,1945.87,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,2.3
2026,2026-03-27,Fargo,ND,58104,Deer Creek Add,Residential,2016,3,2.00,0.10,267500,275000,97.3,1886,141.83,50,4550.37,No,17804.0,1569.72,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,3.3
2026,2026-03-05,West Fargo,ND,58078,Goldenwood 5th Add,Residential,2014,3,3.00,0.11,274900,274900,100.0,1817,151.29,4,3677.65,No,14746.93,1693.35,FALSE,8200,Low Income Tax / Higher Specials Risk,High Potential,4.6
2026,2026-03-02,Fargo,ND,58104,Eagle Pointe 1st,Residential,2018,4,3.00,0.24,369000,369000,100.0,2269,162.63,25,4946.00,No,27047.0,2722.0,FALSE,3900,Low Income Tax / Higher Specials Risk,High Potential,2.7
2026,2026-03-09,Fargo,ND,58104,Pointe West Third Add,Residential,2007,5,3.00,0.23,495000,495000,100.0,2952,167.68,9,3703.40,No,8460.54,1927.42,FALSE,2000,Low Income Tax / Higher Specials Risk,Above Threshold,8.3
2026,2026-02-27,West Fargo,ND,58078,Oak Ridge 18th Add To West Fargo,Residential,2020,3,2.00,0.19,401000,401000,100.0,1410,284.4,11,5102.94,No,38914.73,3242.94,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,1
2026,2026-03-26,Moorhead,MN,56560,Pine View 1st Add Cic #128,Residential,2004,2,2.00,0.06,230000,237000,97.0,1563,147.15,26,3206.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-16,Moorhead,MN,56560,Sharps 1st Add,Residential,1927,3,2.00,,250000,250000,100.0,1671,149.61,25,1569.47,No,0.0,154.53,FALSE,10000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-03,Fargo,ND,58104,Martens Way West Heritage,Residential,2003,4,4.00,0.09,313000,310000,101.0,2404,130.2,2,3942.85,No,2588.94,960.63,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.2
2026,2026-03-27,Moorhead,MN,56560,Rivershore Heights Add,Residential,1955,3,2.00,0.19,270000,270000,100.0,2380,113.45,26,2841.00,No,4760.0,578.0,FALSE,6000,Homestead Tax Shield Eligible / Lower Specials,High Potential,8.2
2026,2026-03-20,Fargo,ND,58103,Towne Squire,Residential,1968,2,2.00,0.01,195000,190000,102.6,1614,120.82,6,1311.00,No,1042.0,140.0,FALSE,3391,Low Income Tax / Higher Specials Risk,High Potential,9.5
2026,2026-02-27,West Fargo,ND,58078,Eagle Run 3rd Sub,Residential,2003,6,4.00,0.67,649000,649000,100.0,3927,165.27,3,6248.00,No,5371.0,466.0,FALSE,1000,Low Income Tax / Higher Specials Risk,Above Threshold,9.2
2026,2026-03-27,West Fargo,ND,58078,Brooks Harbor 4th Add,Residential,2021,4,4.00,,495000,498000,99.4,2804,176.53,15,7013.30,No,37593.371,4074.81,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,2.4
2026,2026-03-05,Hawley,MN,56549,Westgate 3rd Add,Residential,1978,4,2.00,0.35,306000,299000,102.3,2184,140.11,7,3094.00,No,45.0,0.0,FALSE,2500,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-26,Fargo,ND,58104,Meadow View Add,Residential,2023,3,3.00,0.11,324900,324900,100.0,2120,153.25,17,2116.47,No,24477.85,1821.7,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,2.5
2026,2026-03-31,Fargo,ND,58104,Prairie Rose First Add,Residential,1997,4,2.00,0.18,315000,319900,98.5,1756,179.38,27,3639.37,No,1387.43,483.86,FALSE,9300,Low Income Tax / Higher Specials Risk,High Potential,9.6
2026,2026-03-27,Moorhead,MN,56560,Meyers Bros 1st Add,Residential,1953,5,2.00,,260000,275000,94.5,2556,101.72,14,3220.00,No,4203.25,1839.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,8.4
2026,2026-03-13,Fargo,ND,58104,South Forty At Osgood,Residential,2007,4,2.00,,354900,349900,101.4,2164,164.0,7,2451.00,Yes,1753.88,118.47,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.5
2026,2026-03-12,West Fargo,ND,58078,Sheyenne,Residential,1955,3,1.00,0.16,243500,237500,102.5,864,281.83,18,2422.00,No,0.0,0.0,FALSE,8500,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-03-26,Moorhead,MN,56560,Bulands 2nd Add,Residential,1955,1,1.00,0.15,199900,199900,100.0,1280,156.17,10,1296.00,No,0.0,0.0,FALSE,3500,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-20,Fargo,ND,58104,Madelyns Meadows 4th Add To Fargo,Residential,2022,3,2.00,0.19,350000,362000,96.7,2116,165.41,19,1247.03,Yes,28152.949,1830.39,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,2.0
2026,2026-03-27,Fargo,ND,58104,Valley View Estates 2nd Add,Residential,2022,3,2.00,0.10,340000,350000,97.1,1793,189.63,32,2133.68,Yes,26475.4,2090.98,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,2.2
2026,2026-03-25,Fargo,ND,58103,Rabanus,Residential,1986,2,1.00,0.63,165000,165000,100.0,950,173.68,22,1878.00,Yes,165.49,20.89,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.9
2026,2026-03-10,West Fargo,ND,58078,Charleswood 2nd,Residential,1996,2,2.00,0.19,349900,349900,100.0,1427,245.2,3,3285.60,No,3078.0,263.49,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.1
2026,2026-03-27,Moorhead,MN,56560,Crysanna Sub,Residential,1995,4,2.00,0.85,420000,419900,100.0,2892,145.23,17,5110.00,No,0.0,45.0,FALSE,300,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
2026,2026-03-06,Ada,MN,56510,,Residential,1948,2,1.00,0.23,56900,64900,87.7,2332,24.4,11,1182.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-27,Fargo,ND,58104,South Forty At Osgood 2nd,Residential,2009,3,2.00,,270000,270000,100.0,1672,161.48,16,3323.00,No,6865.0,1090.0,FALSE,3500,Low Income Tax / Higher Specials Risk,High Potential,7.5
2026,2026-03-18,West Fargo,ND,58078,The Wilds 7th Add,Residential,2016,4,4.00,0.14,414900,414900,100.0,2886,143.76,20,4090.55,No,28067.381,2567.31,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,3.2
2026,2026-03-26,Fargo,ND,58103,Morton & Dotys,Residential,1950,3,2.00,0.17,93000,99900,93.1,1488,62.5,21,4453.00,No,13062.0,1795.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,1
2026,2026-03-27,Fargo,ND,58102,Ohmers,Residential,1948,3,2.00,0.16,265000,275000,96.4,1920,138.02,20,2881.00,Yes,7572.0,999.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,7.1
2026,2026-03-27,Fargo,ND,58104,Osgood Townsite First Add,Residential,2009,4,3.00,0.29,430000,425000,101.2,3090,139.16,14,3623.00,No,4050.0,1217.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.1
2026,2026-03-19,Fargo,ND,58103,Fargo Investment,Residential,1955,5,2.00,,305000,294900,103.4,2762,110.43,11,3208.80,No,4649.34,551.23,FALSE,9000,Low Income Tax / Higher Specials Risk,High Potential,8.5
2026,2026-03-18,Fargo,ND,58103,Parkview South 6th,Residential,1999,3,2.00,0.12,268800,268800,100.0,1914,140.44,26,1865.00,No,1782.0,164.0,FALSE,7000,Low Income Tax / Higher Specials Risk,High Potential,9.3
2026,2026-03-31,West Fargo,ND,58078,Lenzmeiers 4th,Residential,1995,4,3.00,0.10,327000,330000,99.1,2612,125.19,19,3702.00,NO,861.09,73.0,FALSE,6000,Low Income Tax / Higher Specials Risk,High Potential,9.7
2026,2026-03-27,West Fargo,ND,58078,Shadow Creek 1st Add,Residential,2012,4,3.00,0.17,440000,440000,100.0,2568,171.34,23,4606.00,No,18086.609,2225.86,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,5.9
2026,2026-03-27,Horace,ND,58047,Nielson,Residential,1960,4,2.00,0.34,319900,319900,100.0,2464,129.83,8,2858.79,No,2348.91,243.66,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.3
2026,2026-03-24,Moorhead,MN,56560,Riverside Add,Residential,1940,4,2.00,,265000,265000,100.0,2110,125.59,8,2468.00,No,586.31,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.8
2026,2026-02-27,Fargo,ND,58104,Hunters Prairie First,Residential,1994,3,2.00,0.14,203000,203000,100.0,2128,95.39,0,2972.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2026,2026-03-27,Casselton,ND,58012,Dalrymple & Carpenter,Residential,1977,2,2.00,0.14,185000,185000,100.0,2128,86.94,8,800.77,No,569.23,211.66,FALSE,6500,Low Income Tax / Higher Specials Risk,High Potential,9.7
2026,2026-03-26,Fargo,ND,58104,Osgood Estates Add,Residential,2015,4,3.00,0.08,250000,249500,100.2,1469,170.18,2,1687.38,No,1971.53,486.18,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.2
2026,2026-03-25,Fargo,ND,58103,Sally Hilleboe,Residential,1962,2,2.00,0.18,182000,200000,91.0,1584,114.9,11,2886.00,No,2120.0,338.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.8
2026,2026-03-26,Fargo,ND,58104,South Forty At Osgood,Residential,2006,3,2.00,0.10,265000,277500,95.5,2086,127.04,12,3652.82,No,4951.82,1005.88,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.1
2026,2026-03-26,West Fargo,ND,58078,Huntington Woods Add,Residential,2003,5,2.00,,394000,394500,99.9,2640,149.24,30,3104.00,No,4402.0,390.0,FALSE,10000,Low Income Tax / Higher Specials Risk,Above Threshold,8.9
2026,2026-03-24,Barnesville,MN,56514,Original Barnesville,Residential,1900,3,2.00,0.14,168000,150000,112.0,1944,86.42,4,1498.48,No,0.0,0.0,FALSE,5040,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-26,Lake Park,MN,56554,Canfields 1st Add,Residential,1949,2,2.00,0.34,75000,75000,100.0,1344,55.8,7,856.00,No,0.0,0.0,FALSE,3500,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-27,Moorhead,MN,56560,Forest Island Estates Reargmt,Residential,1957,5,2.00,,275000,280000,98.2,2352,116.92,24,3087.00,No,416.43,256.0,FALSE,2485,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.8
2026,2026-03-27,West Fargo,ND,58078,West Creek Add,Residential,2014,3,2.00,0.11,282000,275000,102.5,1674,168.46,0,3473.72,UNKNO,10833.9,1189.96,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,6.2
2026,2026-03-06,Wolverton,MN,56594,Village Of Wolverton,Residential,1900,3,2.00,0.45,300000,294900,101.7,2744,109.33,0,2322.00,No,0.0,0.0,FALSE,7500,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2026,2026-03-23,Kindred,ND,58051,Viking Addition,Residential,2004,3,3.00,0.46,441000,425000,103.8,2210,199.55,3,2755.00,No,2587.0,517.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.4
2026,2026-03-31,Fargo,ND,58104,Rocking Horse Farm 2nd,Residential,2026,4,3.00,0.33,889869,889869,100.0,4406,201.97,234,1158.00,Yes,39401.0,3518.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,5.6
2026,2026-03-05,Fargo,ND,58104,Providence Prairie Farms,Residential,2023,4,3.00,,990728,774900,127.9,3074,322.29,0,2289.00,Yes,52390.0,4555.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,4.7
2026,2026-03-10,Glyndon,MN,56547,Southview Add,Residential,2024,4,3.00,0.24,415000,424900,97.7,2514,165.08,461,321.00,No,24430.0,2603.0,FALSE,15000,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,4.1
