year,closed_date,city,state,zip_code,subdivision,property_type,year_built,bedrooms,baths_total,acres,sale_price,original_list_price,sale_to_list_pct,total_square_feet,price_per_sqft,days_on_market,tax_amount_annual,assessment_pending,specials_debt_balance,yearly_specials_installment,requires_shoreline_audit,seller_contribution,state_tax_strategy,grant_stack_eligible,equity_protection_score
2025,2025-10-02,Sabin,MN,56580,,Residential,1996,5,3.00,5.00,819000,849000,96.5,4556,179.76,8,7575.00,No,0.0,13.0,FALSE,6500,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
2025,2025-10-22,Fargo,ND,58102,Holes 1st,Residential,1928,2,2.00,0.15,250000,250000,100.0,2136,117.04,26,3525.00,Yes,42.0,42.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-12,Fargo,ND,58104,Golden Valley 4th Add,Residential,2022,3,2.00,0.11,395000,420000,94.0,2116,186.67,40,2385.00,No,22855.0,1547.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,4.2
2025,2025-12-31,Fargo,ND,58102,Oral A Holm,Residential,1956,4,2.00,0.17,260000,299900,86.7,2064,125.97,98,3113.00,No,4487.48,531.03,FALSE,4000,Low Income Tax / Higher Specials Risk,High Potential,8.3
2025,2025-11-24,Tower City,ND,58071,Ellsburys 1st,Residential,1980,2,1.00,1.03,125000,125000,100.0,1664,75.12,51,935.81,No,0.0,0.0,FALSE,3750,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-10-24,Fargo,ND,58104,Pointe West Third Add,Residential,2005,3,2.00,0.14,275000,274900,100.0,1824,150.77,36,2747.20,No,4263.16,978.48,FALSE,8000,Low Income Tax / Higher Specials Risk,High Potential,8.4
2025,2025-10-31,Fargo,ND,58104,Bison Meadows Second Add,Residential,2018,4,3.00,,399900,399900,100.0,2183,183.19,21,4215.00,Yes,22253.0,1696.0,FALSE,8000,Low Income Tax / Higher Specials Risk,Above Threshold,4.4
2025,2025-12-08,Kindred,ND,58051,Kindred,Residential,1920,2,2.00,0.16,229900,229900,100.0,1800,127.72,70,2569.09,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-12,Fargo,ND,58103,Westfield 1st Add,Residential,1994,2,1.00,0.06,188000,220000,85.5,980,191.84,79,2280.00,No,1088.0,142.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-10-30,Fargo,ND,58104,Stonebridge Farms 4th,Residential,1995,4,3.00,0.26,415000,419000,99.0,3128,132.67,13,4123.00,Yes,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-12-30,West Fargo,ND,58078,,Residential,2025,3,3.00,,840000,839900,100.0,3063,274.24,123,1050.38,No,8500.44,783.34,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.0
2025,2025-10-24,Horace,ND,58047,Terra Gardens Add,Residential,2022,3,2.00,,310000,315000,98.4,1793,172.89,23,967.24,No,25986.0,2895.06,FALSE,7000,Low Income Tax / Higher Specials Risk,High Potential,1.6
2025,2025-10-14,Fargo,ND,58103,Erskines,Residential,1920,3,3.00,0.24,455000,475000,95.8,4136,110.01,35,7932.28,Yes,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-11-05,Casselton,ND,58012,Bostwicks,Residential,1910,3,1.00,,182000,205000,88.8,2384,76.34,46,1991.06,No,1049.31,356.64,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-10-24,West Fargo,ND,58078,4352: EAGLEWOOD 3RD,Residential,2015,3,2.00,0.11,284000,289000,98.3,2090,135.89,35,3711.84,UNKNO,21824.85,2221.48,FALSE,4500,Low Income Tax / Higher Specials Risk,High Potential,2.3
2025,2025-10-20,Moorhead,MN,56560,Meadows Condo Cic 129,Residential,2007,2,2.00,,295000,295000,100.0,1390,212.23,22,3664.60,No,24.42,67.4,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-12-04,Hawley,MN,56549,Goransons Add,Residential,1917,4,2.00,0.16,205000,205000,100.0,1675,122.39,75,1740.00,No,0.0,870.0,FALSE,6000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-11-07,Moorhead,MN,56560,Homestead Condo,Residential,1984,2,2.00,0.02,140000,157500,88.9,1091,128.32,63,1425.00,No,45.0,45.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-12-19,Moorhead,MN,56560,Hampton Place 4th Addition,Residential,2025,4,3.00,,701016,651845,107.5,3668,191.12,0,828.92,UNKNO,54522.09,9261.08,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,2.2
2025,2025-10-27,West Fargo,ND,58078,Meadowridge 12 Th,Residential,1992,4,2.00,0.31,270000,275000,98.2,1752,154.11,24,3188.00,No,2860.0,294.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,8.9
2025,2025-10-22,Fargo,ND,58104,VALLEY VIEW ESTATES,Residential,2021,4,4.00,0.19,545000,550000,99.1,3273,166.51,22,3520.56,Yes,39931.0,3013.42,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,2.7
2025,2025-12-16,Moorhead,MN,56560,Bergquists 1st Add,Residential,1957,4,2.00,0.26,300000,300000,100.0,2544,117.92,19,3156.00,No,251.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.9
2025,2025-10-27,Horace,ND,58047,Orth-Golberg,Residential,1973,3,2.00,0.52,255000,350000,72.9,1728,147.57,28,1045.31,No,2622.0,257.68,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.0
2025,2025-10-24,West Fargo,ND,58078,Eaglewood 6th Add,Residential,2017,3,3.00,0.11,329000,329000,100.0,1830,179.78,18,3859.00,No,18177.0,1596.0,FALSE,3000,Low Income Tax / Higher Specials Risk,High Potential,4.5
2025,2025-12-19,West Fargo,ND,58078,The Wilds 9th Add,Residential,2018,4,2.00,0.16,333000,339000,98.2,2110,157.82,105,4652.00,Yes,27869.0,2098.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,1.6
2025,2025-10-02,Fargo,ND,58102,Edgewood 2nd,Residential,1966,2,1.00,0.53,120000,124900,96.1,886,135.44,15,1286.00,No,558.0,78.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.5
2025,2025-10-23,West Fargo,ND,58078,Westport Beach First Add,Residential,2005,3,2.00,,268000,268000,100.0,1672,160.29,20,2640.00,No,2815.0,177.0,FALSE,3950,Low Income Tax / Higher Specials Risk,High Potential,8.9
2025,2025-12-05,Fargo,ND,58104,Osgood Townsite First Add,Residential,2005,4,3.00,0.20,400000,434900,92.0,2487,160.84,59,5030.00,No,6020.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.5
2025,2025-11-14,Moorhead,MN,56560,Kenneys 1st Add,Residential,1955,3,2.00,0.24,275000,289900,94.9,2238,122.88,48,3166.00,No,5405.0,632.0,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,8.0
2025,2025-10-24,Fargo,ND,58102,Woodcrest 2nd,Residential,1967,3,2.00,0.22,289000,289000,100.0,2496,115.79,23,3507.00,No,0.0,0.0,FALSE,4000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-18,Fargo,ND,58104,Pointe West 1st,Residential,2003,4,2.00,0.23,358000,365000,98.1,2284,156.74,92,5013.35,Yes,6995.03,1821.63,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,8.0
2025,2025-12-01,Horace,ND,58047,Lost Meadows Sub,Residential,1999,4,3.00,1.41,665000,675000,98.5,3538,187.96,55,6515.26,No,12965.98,1438.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.1
2025,2025-12-11,Fargo,ND,58103,Crarys 1st,Residential,1981,4,2.00,,321500,320000,100.5,1892,169.93,19,3084.12,No,3952.02,410.32,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.8
2025,2025-10-17,Fargo,ND,58103,Marydale,Residential,1986,4,2.00,0.23,329900,329900,100.0,2170,152.03,40,3603.00,Yes,1239.0,209.0,FALSE,7500,Low Income Tax / Higher Specials Risk,High Potential,9.6
2025,2025-11-24,Fargo,ND,58104,Eagle Pointe 1st,Residential,2013,6,4.00,,632000,649900,97.2,3764,167.91,39,8898.28,No,39749.898,3784.76,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,3.7
2025,2025-12-02,Fargo,ND,58102,Holes 1st,Residential,1927,4,2.00,0.15,330000,350000,94.3,3300,100.0,65,4158.59,Yes,7637.67,940.29,FALSE,9000,Low Income Tax / Higher Specials Risk,High Potential,7.7
2025,2025-10-31,Fargo,ND,58102,Woodcrest,Residential,1964,5,3.00,0.20,505000,490000,103.1,3264,154.72,12,5069.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-11-17,Horace,ND,58047,Cub Creek 2nd Addition,Residential,2025,3,3.00,,620475,616875,100.6,3393,182.87,0,718.18,Yes,7575.72,690.29,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.8
2025,2025-10-17,Moorhead,MN,56560,Elders 1st Add,Residential,1938,3,3.00,0.17,212000,215000,98.6,3126,67.82,11,2013.00,No,120.0,26.3,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.9
2025,2025-11-10,Harwood,ND,58042,Brooktree Park 1st,Residential,1968,2,1.00,0.47,239000,215000,111.2,2580,92.64,2,2786.00,No,12378.22,1396.58,TRUE,0,Low Income Tax / Higher Specials Risk,High Potential,4.8
2025,2025-11-03,West Fargo,ND,58078,The Wilds 9th Add,Residential,2019,4,3.00,0.15,415000,415000,100.0,2120,195.75,13,4646.00,Yes,26924.0,2031.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,3.5
2025,2025-12-04,Fargo,ND,58102,Madison,Residential,1972,4,2.00,,265000,269900,98.2,1920,138.02,68,2459.00,Yes,1776.0,217.0,FALSE,9000,Low Income Tax / Higher Specials Risk,High Potential,9.3
2025,2025-10-17,Lake Park,MN,56554,,Residential,2018,4,2.00,0.25,270000,279000,96.8,1824,148.03,1,1566.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-12-01,Christine,ND,58015,M & Bs,Residential,1978,3,2.00,1.20,310000,325900,95.1,2800,110.71,14,1896.53,No,0.0,0.0,FALSE,2000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-19,West Fargo,ND,58078,Brooks Harbor 1st,Residential,2013,4,3.00,,459000,459000,100.0,2646,173.47,19,5406.00,Yes,22498.0,2325.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,5.1
2025,2025-11-21,Fargo,ND,58104,Deer Creek Add,Residential,2016,4,3.00,0.14,373000,385000,96.9,2770,134.66,48,4525.00,No,27645.0,2329.0,FALSE,7000,Low Income Tax / Higher Specials Risk,High Potential,2.6
2025,2025-11-21,Moorhead,MN,56560,South Acres Add,Residential,1957,4,2.00,0.24,307500,319000,96.4,2192,140.28,49,3672.00,No,0.0,0.0,FALSE,11000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-10-27,Dilworth,MN,56529,Dilworth Imp Co 1st,Residential,1961,3,1.00,0.16,235000,239000,98.3,2290,102.62,23,3028.00,No,0.0,0.0,FALSE,8000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-09-19,Fargo,ND,58103,Crarys 1st,Residential,1978,2,1.00,,157300,160000,98.3,1161,135.49,11,1625.00,No,886.0,64.2,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-11-21,Fargo,ND,58104,Osgood Estates Second Add,Residential,2010,4,4.00,0.07,271000,273000,99.3,2246,120.66,45,2974.00,Yes,1535.0,300.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-12-05,Barnesville,MN,56514,Mcgraths 1st Add,Residential,1900,3,2.00,0.31,199250,210000,94.9,2292,86.93,59,1806.00,No,0.0,45.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-10-13,Moorhead,MN,56560,Moonlite Add,Residential,1994,4,3.00,,395000,395000,100.0,2608,151.46,15,4349.00,No,1695.0,287.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,9.6
2025,2025-11-03,West Fargo,ND,58078,The Wilds 21st Add,Residential,2023,3,3.00,0.14,549900,549900,100.0,3488,157.65,21,5331.00,Yes,46239.309,1147.0,FALSE,7500,Low Income Tax / Higher Specials Risk,Above Threshold,1.6
2025,2025-09-30,Fargo,ND,58104,Timberline,Residential,1996,3,3.00,,411500,405500,101.5,3340,123.2,2,4324.00,UNKNO,104.7,13.95,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-12-01,Fargo,ND,58104,Deer Creek Addition,Residential,2015,4,2.00,,305000,315000,96.8,2180,139.91,63,3236.13,No,21242.471,1825.94,TRUE,2200,Low Income Tax / Higher Specials Risk,High Potential,3.0
2025,2025-10-17,West Fargo,ND,58078,Shadow Wood Second Add,Residential,2009,5,4.00,0.25,670000,670000,100.0,3680,182.07,39,7060.55,No,22214.301,2891.24,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,6.7
2025,2025-10-14,Fargo,ND,58103,Morton & Doty,Residential,1957,4,2.00,,180000,170000,105.9,1560,115.38,17,2199.00,No,14430.0,2024.0,FALSE,3000,Low Income Tax / Higher Specials Risk,High Potential,2.0
2025,2025-10-30,West Fargo,ND,58078,Meyers 1st,Residential,1959,3,2.00,0.33,295000,295000,100.0,2080,141.83,11,2437.00,No,0.0,2437.0,FALSE,6000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-12,Moorhead,MN,56560,Morningside Add,Residential,1972,2,2.00,0.02,169900,175000,97.1,1701,99.88,58,1540.26,No,942.22,209.74,FALSE,1000,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.4
2025,2025-11-10,Fargo,ND,58104,Cottagewood 1st Add,Residential,2016,4,3.00,0.28,595000,589900,100.9,3716,160.12,11,7151.01,No,34037.398,3229.75,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,4.3
2025,2025-11-03,Horace,ND,58047,Holmens 3rd,Residential,1978,3,2.00,1.04,475000,500000,95.0,3820,124.35,24,5421.55,No,0.0,0.0,TRUE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-12-05,Fargo,ND,58103,Eddy & Fullers Outlots,Residential,1895,3,2.00,,157000,170000,92.4,1935,81.14,89,0.00,Yes,1113.0,242.0,FALSE,4710,Low Income Tax / Higher Specials Risk,High Potential,9.3
2025,2025-10-17,Fargo,ND,58102,Ohmers - Bolleys,Residential,1947,3,2.00,0.16,284900,284900,100.0,2240,127.19,1,2719.00,Yes,701.0,83.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.8
2025,2025-11-26,Fargo,ND,58103,Bohnsacks 2nd,Residential,1959,6,2.00,,269900,269900,100.0,2112,127.79,43,2652.07,No,13574.28,1876.8,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,5.0
2025,2025-09-30,West Fargo,ND,58078,The Wilds 11th Add,Residential,2025,5,5.00,0.18,566067,566067,100.0,3165,178.85,1,64.21,Yes,0.0,2866.6,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-12-19,Fargo,ND,58102,Anna Holes,Residential,1974,4,2.00,,317000,325000,97.5,3610,87.81,69,2595.05,No,3588.36,461.22,FALSE,8000,Low Income Tax / Higher Specials Risk,High Potential,8.9
2025,2025-10-17,West Fargo,ND,58078,Sukuts 3rd,Residential,1954,2,1.00,0.17,188000,185000,101.6,1632,115.2,19,1775.29,No,468.1,62.63,FALSE,5640,Low Income Tax / Higher Specials Risk,High Potential,9.8
2025,2025-11-17,Moorhead,MN,56560,Village Green South 1st Add,Residential,2001,2,2.00,0.15,215000,230000,93.5,1139,188.76,41,46.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-10-22,Moorhead,MN,56560,Nemzeks 3rd Add,Residential,1951,2,1.00,,195000,195000,100.0,1536,126.95,15,1605.42,No,484.0,214.58,FALSE,2700,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.8
2025,2025-12-17,Fargo,ND,58103,Prairiewood,Residential,1978,2,2.00,1.22,115000,137000,83.9,906,126.93,61,872.81,Yes,46.69,6.55,FALSE,3300,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-10-17,Lake Park,MN,56554,Canfields 1st Add,Residential,1948,3,1.00,0.14,207000,219900,94.1,2150,96.28,37,1288.00,No,0.0,0.0,FALSE,7106,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-11-14,Fargo,ND,58103,Bulands Sub - Huntingtons,Residential,1953,3,2.00,0.17,290000,269000,107.8,2440,118.85,12,2877.00,No,0.0,0.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-05,Fargo,ND,58104,Tuscan Villas At Osgood 2nd,Residential,2013,3,3.00,,340000,350000,97.1,2026,167.82,68,3300.00,No,12716.0,1693.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,6.3
2025,2025-10-13,Buffalo,ND,58011,North Of Track,Residential,1980,2,1.00,0.64,195000,210000,92.9,1948,100.1,19,1669.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-09-15,Horace,ND,58047,Southdale Farms 6th Add,Residential,2025,4,3.00,0.22,476450,476450,100.0,2424,196.56,1,369.00,Yes,0.0,2611.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-11-07,Fargo,ND,58104,Deer Creek Add,Residential,2015,3,3.00,,300000,309900,96.8,2065,145.28,13,427.86,No,11652.65,1127.04,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,6.1
2025,2025-11-03,Fargo,ND,58103,Towne Squire,Residential,1973,2,2.00,0.00,190000,185000,102.7,1587,119.72,5,1120.00,No,1134.0,140.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-10-21,Moorhead,MN,56560,Bulands 4th Add,Residential,1976,3,2.00,0.16,245000,245000,100.0,1728,141.78,19,2882.00,No,0.0,0.0,FALSE,8000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-10-01,Horace,ND,58047,,Residential,1997,3,3.00,0.00,69000,69000,100.0,2240,30.8,8,374.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-04,Ada,MN,56510,,Residential,1902,0,2.00,0.23,30000,25000,,4125,7.27,22,182.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-12-16,Moorhead,MN,56560,Morningside Add,Residential,1973,2,2.00,0.02,160000,170000,94.1,1692,94.56,55,1750.00,No,942.0,209.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.4
2025,2025-11-21,Lake Park,MN,56554,Canfields 1st Add,Residential,1942,2,1.00,0.16,136900,139900,97.9,1647,83.12,23,670.00,No,0.0,0.0,FALSE,4800,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-11-04,Fargo,ND,58103,Marydale,Residential,1986,3,3.00,,365000,365000,100.0,2184,167.12,12,3636.00,Yes,1007.0,175.0,FALSE,3000,Low Income Tax / Higher Specials Risk,High Potential,9.7
2025,2025-10-20,West Fargo,ND,58078,Eaglewood 5th Add,Residential,2017,3,2.00,0.13,307000,299990,102.3,1914,160.4,26,3833.00,No,19650.0,1923.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,3.6
2025,2025-10-15,West Fargo,ND,58078,The Wilds 18th Add,Residential,2020,3,3.00,,374900,374900,100.0,1944,192.85,9,3978.98,Yes,29810.85,2147.43,TRUE,5000,Low Income Tax / Higher Specials Risk,High Potential,2.0
2025,2025-11-14,West Fargo,ND,58078,Elmwood Court Add,Residential,2004,3,2.00,0.10,246500,259900,94.8,1672,147.43,46,2508.49,No,3186.5,269.87,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,8.7
2025,2025-10-24,Fargo,ND,58104,South Forty At Osgood,Residential,2006,3,2.00,0.10,260000,270000,96.3,1672,155.5,26,3414.00,No,5454.0,805.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,7.9
2025,2025-11-14,West Fargo,ND,58078,Elmwood Court Add,Residential,2009,3,3.00,0.10,300000,305000,98.4,1815,165.29,34,2995.27,No,2356.85,168.92,FALSE,2000,Low Income Tax / Higher Specials Risk,High Potential,9.2
2025,2025-10-08,Fargo,ND,58103,Prairiewood,Residential,1984,3,3.00,,289500,299900,96.5,2400,120.62,16,1723.53,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-12-12,Fargo,ND,58103,Crarys 1st,Residential,1985,3,2.00,0.09,222000,223500,99.3,1496,148.4,47,2223.00,Yes,705.0,69.0,FALSE,8000,Low Income Tax / Higher Specials Risk,High Potential,9.7
2025,2025-10-17,Hawley,MN,56549,Original Townsite Hawley,Residential,1960,3,2.00,0.18,256000,257000,99.6,3097,82.66,14,3322.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-12-15,West Fargo,ND,58078,Brooks Harbor 6th Add,Residential,2016,4,2.00,,335000,355000,94.4,2192,152.83,57,7132.00,Yes,24064.0,2579.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,2.8
2025,2025-10-16,Fargo,ND,58104,Brandt Crossing 1st,Residential,2014,5,3.00,0.22,526500,529000,99.5,3012,174.8,13,5214.98,No,0.0,0.0,FALSE,750,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-11-10,West Fargo,ND,58078,Westport Beach 7th Add,Residential,2012,3,3.00,0.16,343850,349000,98.5,2101,163.66,30,3428.00,No,15376.83,1708.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,5.5
2025,2025-12-08,Mapleton,ND,58059,Ashmoor Glen 1st Add,Residential,2012,5,3.00,,520000,534900,97.2,3144,165.39,61,6838.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-10-30,Fargo,ND,58103,Towne Squire,Residential,1973,2,2.00,,190000,190000,100.0,1587,119.72,31,1120.91,No,1134.74,140.56,FALSE,1450,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-10-30,Fargo,ND,58104,Maple Valley Addition,Residential,2010,3,2.00,,310000,310000,100.0,1790,173.18,20,3061.16,No,12250.62,1424.86,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,6.0
2025,2025-11-21,West Fargo,ND,58078,The Wilds 21st Add,Residential,2022,3,2.00,0.15,305000,320000,95.3,1793,170.11,60,3889.00,UNKNO,48711.461,1157.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,1
2025,2025-10-30,Fargo,ND,58102,Ohmers,Residential,1918,5,2.00,,340000,350000,97.1,3674,92.54,14,4008.15,No,5499.63,446.92,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.4
2025,2025-12-10,Fargo,ND,58103,Charles A Roberts,Residential,1898,4,2.00,0.18,218500,225000,97.1,2160,101.16,53,3684.94,No,5006.52,542.11,FALSE,8500,Low Income Tax / Higher Specials Risk,High Potential,7.7
2025,2025-10-31,Fargo,ND,58104,Osgood Farms 1st Add,Residential,2005,4,3.00,0.24,434000,454900,95.4,2644,164.15,49,4380.26,No,5407.87,963.92,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.8
2025,2025-11-17,Fargo,ND,58104,Rose Creek 3rd,Residential,1990,4,3.00,0.31,465000,465000,100.0,2868,162.13,16,4437.07,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-12-29,Dilworth,MN,56529,Summerwood 1st Add,Residential,2011,4,3.00,0.34,353900,364900,97.0,2148,164.76,62,3971.00,No,8120.31,3304.08,FALSE,2500,Homestead Tax Shield Eligible / Lower Specials,High Potential,7.7
2025,2025-10-31,Moorhead,MN,56560,Belslys 1st Add,Residential,1992,2,2.00,0.01,250000,249900,100.0,1428,175.07,19,2806.74,No,1059.62,161.26,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.6
2025,2025-11-26,Moorhead,MN,56560,Brookdale South Add,Residential,1966,2,1.00,0.02,39900,39900,,769,51.89,14,957.00,No,377.0,98.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.1
2025,2025-10-27,Fargo,ND,58104,Bison Meadows Second Add,Residential,2019,3,3.00,0.11,342000,339900,100.6,1966,173.96,17,3838.00,Yes,17528.0,1342.0,FALSE,5500,Low Income Tax / Higher Specials Risk,High Potential,4.9
2025,2025-09-30,Fargo,ND,58104,Fox Run Third Add,Residential,1999,4,2.00,,362000,350000,103.4,2012,179.92,8,4545.00,No,2975.0,345.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.2
2025,2025-11-13,Moorhead,MN,56560,Southfield Add,Residential,2010,3,3.00,0.20,342500,350000,97.9,1950,175.64,24,3239.00,No,4363.0,1875.0,FALSE,500,Homestead Tax Shield Eligible / Lower Specials,High Potential,8.7
2025,2025-11-05,Fargo,ND,58104,Prairie Grove First Add,Residential,2009,3,2.00,0.11,295000,295000,100.0,2030,145.32,24,4323.66,No,7124.24,976.15,FALSE,5300,Low Income Tax / Higher Specials Risk,High Potential,7.6
2025,2025-10-29,Fargo,ND,58104,Fox Run Third Add,Residential,2000,4,2.00,,375000,379900,98.7,2306,162.62,31,4305.00,No,2975.0,345.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.2
2025,2025-12-03,Fargo,ND,58104,Meadow View Add,Residential,2024,5,4.00,0.20,524000,524000,100.0,3273,160.1,50,4375.00,Yes,42835.0,3105.0,FALSE,10000,Low Income Tax / Higher Specials Risk,Above Threshold,1.8
2025,2025-12-29,West Fargo,ND,58078,The Wilds 6th Add,Residential,2022,4,4.00,,609500,660000,92.3,3502,174.04,69,5414.00,No,30377.0,3313.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,5.0
2025,2025-12-05,Fargo,ND,58102,Louise S Newman,Residential,1954,3,2.00,0.16,312000,325000,96.0,2112,147.73,58,2571.00,Yes,1197.0,276.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.6
2025,2025-12-05,Fargo,ND,58104,Winchester Square,Residential,2018,3,3.00,,360000,360000,100.0,2012,178.93,79,4548.00,No,5681.0,941.0,FALSE,10000,Low Income Tax / Higher Specials Risk,High Potential,8.4
2025,2025-10-31,Lake Park,MN,56554,,Residential,1988,2,2.00,8.00,380000,374900,101.4,1724,220.42,21,1222.00,No,0.0,0.0,FALSE,8000,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
2025,2025-11-26,Fargo,ND,58104,Osgood Townsite Seventh Add,Residential,2009,4,3.00,0.23,370000,370000,100.0,2269,163.07,70,3806.07,No,15017.59,2207.09,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,5.9
2025,2025-11-07,Fargo,ND,58103,Charles A Roberts,Residential,1899,4,2.00,,350000,340000,102.9,3029,115.55,14,4000.00,No,0.0,0.0,FALSE,10000,Low Income Tax / Higher Specials Risk,High Potential,10.0
